thr,N,M,time,K
4,150,15,0.000722333,188
4,150,15,0.00056975,293
2,150,15,0.000755375,253
2,150,15,0.000707333,242
2,150,15,0.000616375,255
2,150,15,0.000884667,180
2,150,15,0.000758625,285
2,150,15,0.000903208,320
2,150,15,0.00124938,286
2,150,15,0.000693125,277
2,150,15,0.00131508,311
2,150,15,0.000639959,250
2,150,15,0.000713333,193
2,150,15,0.000891375,266
2,150,15,0.000690958,323
2,150,15,0.000828625,267
2,150,15,0.000860458,258
2,150,15,0.000640167,309
2,150,15,0.000632791,264
2,150,15,0.0010765,259
2,150,15,0.000827042,214
2,150,15,0.000692334,252
2,150,15,0.00074675,363
2,150,15,0.000945125,294
2,150,15,0.00115133,308
2,150,15,0.000979458,384
2,150,15,0.000670041,254
2,150,15,0.00110833,173
2,150,15,0.000949958,268
2,150,15,0.000986833,221
2,150,15,0.000955791,289
2,150,15,0.000819041,306
2,150,15,0.000712792,311
2,150,15,0.000954292,238
2,150,15,0.000694167,259
2,150,15,0.000628708,341
2,150,15,0.000703792,291
2,150,15,0.000628083,266
2,150,15,0.000639458,254
2,150,15,0.000632375,389
2,150,15,0.000634834,268
2,150,15,0.000628083,299
2,150,15,0.000631833,287
2,150,15,0.00173133,422
2,150,15,0.000709333,194
2,150,15,0.00083125,189
2,150,15,0.000945875,347
2,150,15,0.000639375,194
2,150,15,0.00111471,312
2,150,15,0.00069775,325
2,150,15,0.000648458,325
2,150,15,0.000634791,361
2,150,15,0.00102904,203
2,150,15,0.000695458,283
2,150,15,0.000755625,307
2,150,15,0.00133517,188
2,150,15,0.000768292,307
2,150,15,0.000684666,282
2,150,15,0.000834458,303
2,150,15,0.000689875,315
2,150,15,0.000636875,367
2,150,15,0.000647208,229
2,150,15,0.000756458,311
2,150,15,0.00142896,205
2,150,15,0.000636584,305
2,150,15,0.00064775,362
2,150,15,0.00070125,328
2,150,15,0.0008165,335
2,150,15,0.000811625,250
2,150,15,0.000636125,348
2,150,15,0.000698,273
2,150,15,0.000640458,317
2,150,15,0.00106721,293
2,150,15,0.00063625,265
2,150,15,0.00114562,287
2,150,15,0.00133312,249
2,150,15,0.000809959,267
2,150,15,0.000703042,261
2,150,15,0.000663667,275
2,150,15,0.000804,250
2,150,15,0.000899875,286
2,150,15,0.000631583,394
2,150,15,0.00107737,318
2,150,15,0.000692709,313
2,150,15,0.000694084,324
2,150,15,0.000876,289
2,150,15,0.00101117,374
2,150,15,0.000644042,235
2,150,15,0.000696459,290
2,150,15,0.0006875,366
2,150,15,0.00110475,294
2,150,15,0.000630292,312
2,150,15,0.000708917,337
2,150,15,0.00075325,371
2,150,15,0.000694583,226
2,150,15,0.000637667,294
2,150,15,0.00126471,254
2,150,15,0.000763542,294
2,150,15,0.000758666,251
2,150,15,0.000641958,222
2,150,15,0.000720584,410
2,150,15,0.00066725,279
2,150,15,0.000644958,258
2,150,15,0.000639416,305
2,150,15,0.00131029,270
2,150,15,0.000806958,220
2,150,15,0.00107604,248
2,150,15,0.000862,269
2,150,15,0.00063575,274
2,150,15,0.001652,260
2,150,15,0.000945,320
2,150,15,0.000719375,344
2,150,15,0.000625875,282
2,150,15,0.000647834,343
2,150,15,0.000691333,261
2,150,15,0.000950167,282
2,150,15,0.000640166,274
2,150,15,0.000666917,306
2,150,15,0.00138304,243
2,150,15,0.000687333,353
2,150,15,0.000806083,278
2,150,15,0.000638708,229
2,150,15,0.00119004,246
2,150,15,0.00106887,249
2,150,15,0.000917125,239
2,150,15,0.000817625,287
2,150,15,0.000634917,324
2,150,15,0.000621625,268
2,150,15,0.000648458,207
2,150,15,0.000626167,350
2,150,15,0.000798833,295
2,150,15,0.000690667,307
2,150,15,0.00101646,283
2,150,15,0.000761667,321
2,150,15,0.000639125,251
2,150,15,0.0006525,302
2,150,15,0.000646375,418
2,150,15,0.000634792,379
2,150,15,0.000640375,252
2,150,15,0.000625292,369
2,150,15,0.00100775,225
2,150,15,0.00118025,326
2,150,15,0.000996167,310
2,150,15,0.000680917,351
2,150,15,0.000896875,381
2,150,15,0.000755708,366
2,150,15,0.00084475,311
2,150,15,0.000894458,293
2,150,15,0.000833542,281
2,150,15,0.000644917,327
2,150,15,0.000695041,201
2,150,15,0.000636583,344
2,150,15,0.000871625,343
2,150,15,0.00063875,274
2,150,15,0.000647167,437
2,150,15,0.000748708,241
2,150,15,0.000631084,302
2,150,15,0.000670209,257
2,150,15,0.000967333,234
2,150,15,0.000702458,257
2,150,15,0.000919417,146
2,150,15,0.000636958,379
2,150,15,0.000630458,190
2,150,15,0.000642417,303
2,150,15,0.0006465,452
2,150,15,0.000634125,208
2,150,15,0.000626167,325
2,150,15,0.000691625,295
2,150,15,0.000631083,239
2,150,15,0.000632458,210
2,150,15,0.000628458,348
2,150,15,0.00069925,212
2,150,15,0.000698667,256
2,150,15,0.000650375,341
2,150,15,0.000631125,197
2,150,15,0.000629291,262
2,150,15,0.000641833,442
2,150,15,0.000631542,331
2,150,15,0.00081725,241
2,150,15,0.0009575,354
2,150,15,0.000697292,254
2,150,15,0.0008855,394
2,150,15,0.00145246,336
2,150,15,0.00204825,278
2,150,15,0.000818583,291
2,150,15,0.000990791,251
2,150,15,0.00159063,271
2,150,15,0.00119987,379
2,150,15,0.00068925,261
2,150,15,0.00063575,354
2,150,15,0.000718291,275
2,150,15,0.000622666,325
2,150,15,0.0008265,310
2,150,15,0.000632667,250
2,150,15,0.000692875,285
2,150,15,0.000689542,299
2,150,15,0.0006335,235
2,150,15,0.000698291,180
2,150,15,0.00062875,393
2,150,15,0.000690333,268
2,150,15,0.0013175,257
2,150,15,0.000641334,305
2,150,15,0.000634,338
2,150,15,0.0007085,211
2,150,15,0.000628375,419
2,150,15,0.00062425,325
2,150,15,0.00114417,243
2,150,15,0.000682291,265
2,150,15,0.000643584,288
2,150,15,0.00109004,313
2,150,15,0.001017,326
2,150,15,0.00114463,218
2,150,15,0.000728792,209
2,150,15,0.000626625,351
2,150,15,0.000642208,279
2,150,15,0.000649125,371
2,150,15,0.000661291,243
2,150,15,0.000635667,259
2,150,15,0.00137117,267
2,150,15,0.000886583,250
2,150,15,0.000809292,290
2,150,15,0.0006245,313
2,150,15,0.000826083,385
2,150,15,0.000662375,367
2,150,15,0.00075525,277
2,150,15,0.00120513,282
2,150,15,0.0007055,271
2,150,15,0.000760666,243
2,150,15,0.000866959,229
2,150,15,0.000686875,328
2,150,15,0.000641833,318
2,150,15,0.000702875,347
2,150,15,0.000636625,383
2,150,15,0.000621208,250
2,150,15,0.000624084,160
2,150,15,0.00100117,241
2,150,15,0.00114333,260
2,150,15,0.000757708,295
2,150,15,0.000681833,288
2,150,15,0.000683708,348
2,150,15,0.0006935,287
2,150,15,0.000990917,216
2,150,15,0.000657666,344
2,150,15,0.000944708,256
2,150,15,0.000909041,244
2,150,15,0.000630834,240
2,150,15,0.000642458,302
2,150,15,0.000640583,197
2,150,15,0.000692709,342
2,150,15,0.000696291,422
2,150,15,0.00073475,363
2,150,15,0.000835875,347
2,150,15,0.00064675,345
2,150,15,0.00107508,240
2,150,15,0.000796208,323
2,150,15,0.000715167,290
2,150,15,0.000825958,367
2,150,15,0.000627417,191
2,150,15,0.000818833,266
2,150,15,0.000622375,211
2,150,15,0.000818166,301
2,150,15,0.000785084,300
2,150,15,0.00162133,196
2,150,15,0.00101429,279
2,150,15,0.00121517,288
2,150,15,0.000806625,241
2,150,15,0.00119204,295
2,150,15,0.000962042,355
2,150,15,0.000634083,248
2,150,15,0.00078325,349
2,150,15,0.000642708,304
2,150,15,0.0006495,264
2,150,15,0.00064375,239
2,150,15,0.000688583,331
2,150,15,0.000640417,355
2,150,15,0.000646208,244
2,150,15,0.000698959,417
2,150,15,0.00093275,288
2,150,15,0.00064025,232
2,150,15,0.000935916,230
2,150,15,0.000693667,324
2,150,15,0.000747917,145
2,150,15,0.00107521,265
2,150,15,0.000632167,390
2,150,15,0.000628375,337
2,150,15,0.000809459,324
2,150,15,0.000811125,278
2,150,15,0.000692208,241
2,150,15,0.000823125,272
2,150,15,0.000633959,329
2,150,15,0.00134208,281
2,150,15,0.000635875,382
2,150,15,0.00083725,367
2,150,15,0.000633958,181
2,150,15,0.0006895,160
2,150,15,0.00100404,273
2,150,15,0.000644125,300
2,150,15,0.000689416,203
2,150,15,0.000849042,271
2,150,15,0.00155954,159
2,150,15,0.000638,239
2,150,15,0.00114675,261
2,150,15,0.00126496,301
2,150,15,0.000695542,327
2,150,15,0.000630417,365
2,150,15,0.0011895,239
2,150,15,0.000959333,311
2,150,15,0.000817958,300
2,150,15,0.000688417,234
2,150,15,0.000652125,210
2,150,15,0.00101592,262
2,150,15,0.000685167,371
2,150,15,0.000751417,256
2,150,15,0.000829583,365
2,150,15,0.000631917,219
2,150,15,0.00063175,326
2,150,15,0.0007015,296
2,150,15,0.00065075,237
2,150,15,0.000703,198
2,150,15,0.000644084,400
2,150,15,0.000874459,309
2,150,15,0.000755667,333
2,150,15,0.00225121,231
2,150,15,0.000875375,274
2,150,15,0.00111867,335
2,150,15,0.000911708,274
2,150,15,0.00151092,209
2,150,15,0.000702667,235
2,150,15,0.00101125,321
2,150,15,0.000896291,293
2,150,15,0.000635875,309
2,150,15,0.000630833,349
2,150,15,0.000752792,224
2,150,15,0.000885333,307
2,150,15,0.00142046,245
2,150,15,0.000621625,264
2,150,15,0.000741542,298
2,150,15,0.000699458,410
2,150,15,0.000795625,251
2,150,15,0.000695334,473
2,150,15,0.000687958,295
2,150,15,0.000872708,310
2,150,15,0.000636083,238
2,150,15,0.000858542,202
2,150,15,0.00109383,228
2,150,15,0.000902959,296
2,150,15,0.0009995,274
2,150,15,0.000702708,351
2,150,15,0.000628167,330
2,150,15,0.000817958,255
2,150,15,0.000884584,260
2,150,15,0.000640667,309
2,150,15,0.00063175,226
2,150,15,0.000665833,316
2,150,15,0.00101017,251
2,150,15,0.000812291,272
2,150,15,0.000689,255
2,150,15,0.000743417,291
2,150,15,0.000640083,358
2,150,15,0.000627583,306
2,150,15,0.000647875,276
2,150,15,0.000766417,275
2,150,15,0.000691875,291
2,150,15,0.000633542,158
2,150,15,0.000749958,248
2,150,15,0.00124579,220
2,150,15,0.000643417,271
2,150,15,0.0006175,357
2,150,15,0.000943542,217
2,150,15,0.000883292,247
2,150,15,0.000631583,276
2,150,15,0.00096575,253
2,150,15,0.000642958,423
2,150,15,0.000660583,408
2,150,15,0.00132071,312
2,150,15,0.000885375,250
2,150,15,0.000652834,262
2,150,15,0.000691209,203
2,150,15,0.00108233,393
2,150,15,0.000622209,216
2,150,15,0.000689375,377
2,150,15,0.000660417,232
2,150,15,0.000947334,224
2,150,15,0.000637208,262
2,150,15,0.000646041,258
2,150,15,0.00099975,255
2,150,15,0.00134083,229
2,150,15,0.00107208,251
2,150,15,0.00063975,372
2,150,15,0.00107525,393
2,150,15,0.000747583,204
2,150,15,0.00101029,373
2,150,15,0.000886166,273
2,150,15,0.000692208,223
2,150,15,0.000916917,340
2,150,15,0.000812583,192
2,150,15,0.000621958,209
2,150,15,0.000624209,336
2,150,15,0.00097575,273
2,150,15,0.000825542,275
2,150,15,0.00143054,212
2,150,15,0.000876417,276
2,150,15,0.000771458,244
2,150,15,0.000626416,295
2,150,15,0.000652958,363
2,150,15,0.000829625,325
2,150,15,0.000629125,240
2,150,15,0.00100079,290
2,150,15,0.0007445,312
2,150,15,0.00198479,207
2,150,15,0.00075825,325
2,150,15,0.000767583,415
2,150,15,0.00100096,279
2,150,15,0.001012,287
2,150,15,0.00071275,251
2,150,15,0.000684125,393
2,150,15,0.000631333,215
2,150,15,0.0006455,390
2,150,15,0.000633833,247
2,150,15,0.000686,267
2,150,15,0.000957834,217
2,150,15,0.000646458,385
2,150,15,0.000680541,258
2,150,15,0.000842875,201
2,150,15,0.000655125,299
2,150,15,0.000716917,211
2,150,15,0.000625833,360
2,150,15,0.000742166,232
2,150,15,0.000786625,194
2,150,15,0.000684417,312
2,150,15,0.00135404,270
2,150,15,0.000645583,238
2,150,15,0.000952166,279
2,150,15,0.000629042,329
2,150,15,0.000898917,327
2,150,15,0.000623375,264
2,150,15,0.00063425,398
2,150,15,0.000686792,198
2,150,15,0.000815208,303
2,150,15,0.000881792,240
2,150,15,0.00100579,178
2,150,15,0.0009575,233
2,150,15,0.000627708,283
2,150,15,0.000876708,287
2,150,15,0.000958583,268
2,150,15,0.00128688,249
2,150,15,0.000633167,236
2,150,15,0.000819083,316
2,150,15,0.000689792,342
2,150,15,0.000651541,206
2,150,15,0.00062575,301
2,150,15,0.000636958,225
2,150,15,0.000750958,275
2,150,15,0.00116867,165
2,150,15,0.0010195,284
2,150,15,0.000939125,264
2,150,15,0.000632625,322
2,150,15,0.000971333,288
2,150,15,0.000688792,277
2,150,15,0.000694125,288
2,150,15,0.000691875,340
2,150,15,0.00156567,247
2,150,15,0.000748125,265
2,150,15,0.000627875,222
2,150,15,0.000980083,235
2,150,15,0.000829833,324
2,150,15,0.000650666,219
2,150,15,0.000624916,226
2,150,15,0.000688542,295
2,150,15,0.000690417,286
2,150,15,0.000997958,168
2,150,15,0.000634375,235
2,150,15,0.000774959,350
2,150,15,0.000868917,231
2,150,15,0.000943042,215
2,150,15,0.000966125,346
2,150,15,0.00107562,297
2,150,15,0.00081425,397
2,150,15,0.000695833,260
2,150,15,0.000691042,289
2,150,15,0.000650833,365
2,150,15,0.000717375,254
2,150,15,0.000945917,338
2,150,15,0.00101929,259
2,150,15,0.000621667,301
2,150,15,0.000684042,277
2,150,15,0.000934292,344
2,150,15,0.000896583,284
2,150,15,0.000806041,298
2,150,15,0.000689208,300
2,150,15,0.00105721,275
2,150,15,0.000632292,495
2,150,15,0.000643708,324
2,150,15,0.000685875,345
2,150,15,0.00101421,258
2,150,15,0.00074975,358
2,150,15,0.000631375,293
2,150,15,0.000633666,226
2,150,15,0.00171262,239
2,150,15,0.000696125,351
2,150,15,0.000693833,274
2,150,15,0.000635792,235
3,150,15,0.000783584,369
3,150,15,0.000835792,256
3,150,15,0.000579584,299
3,150,15,0.000580542,304
3,150,15,0.000572791,270
3,150,15,0.000635083,271
3,150,15,0.00108758,236
3,150,15,0.00109379,263
3,150,15,0.000584,198
3,150,15,0.000824125,192
3,150,15,0.000723292,269
3,150,15,0.000712375,257
3,150,15,0.00068275,261
3,150,15,0.00067075,271
3,150,15,0.000794416,281
3,150,15,0.000851291,306
3,150,15,0.000556167,380
3,150,15,0.000572125,451
3,150,15,0.000760541,270
3,150,15,0.000575583,304
3,150,15,0.000581125,333
3,150,15,0.000586375,343
3,150,15,0.000757875,223
3,150,15,0.000827792,249
3,150,15,0.000573167,260
3,150,15,0.000644625,246
3,150,15,0.000562125,313
3,150,15,0.000647375,243
3,150,15,0.000828541,330
3,150,15,0.000586084,326
3,150,15,0.00110496,286
3,150,15,0.00103858,244
3,150,15,0.000701459,328
3,150,15,0.000562125,331
3,150,15,0.000783375,338
3,150,15,0.000714625,264
3,150,15,0.00104338,358
3,150,15,0.000772791,281
3,150,15,0.000970209,298
3,150,15,0.000698084,285
3,150,15,0.000617916,329
3,150,15,0.0007125,220
3,150,15,0.00058575,227
3,150,15,0.000774542,256
3,150,15,0.000572792,340
3,150,15,0.00178129,261
3,150,15,0.000561959,221
3,150,15,0.000785125,221
3,150,15,0.000893708,326
3,150,15,0.000579833,293
3,150,15,0.000777667,199
3,150,15,0.000576,379
3,150,15,0.000581917,300
3,150,15,0.000834291,200
3,150,15,0.00131587,260
3,150,15,0.00085275,267
3,150,15,0.000702583,261
3,150,15,0.000576959,373
3,150,15,0.000571083,258
3,150,15,0.000784042,279
3,150,15,0.000578833,365
3,150,15,0.000969959,256
3,150,15,0.000575417,315
3,150,15,0.000927958,279
3,150,15,0.000769458,362
3,150,15,0.000765125,267
3,150,15,0.000576458,306
3,150,15,0.001353,251
3,150,15,0.000858708,307
3,150,15,0.000587041,351
3,150,15,0.000573916,397
3,150,15,0.000825625,307
3,150,15,0.00109258,252
3,150,15,0.00064,193
3,150,15,0.000714083,285
3,150,15,0.000772541,255
3,150,15,0.000685667,304
3,150,15,0.000576542,277
3,150,15,0.000580875,294
3,150,15,0.000832625,295
3,150,15,0.0007725,369
3,150,15,0.00069725,316
3,150,15,0.000586208,290
3,150,15,0.000842875,199
3,150,15,0.000576875,277
3,150,15,0.000780042,329
3,150,15,0.000562125,244
3,150,15,0.00085475,207
3,150,15,0.0006495,304
3,150,15,0.000877125,395
3,150,15,0.000621375,200
3,150,15,0.000930459,216
3,150,15,0.00057425,345
3,150,15,0.000623083,259
3,150,15,0.000693417,409
3,150,15,0.000687166,181
3,150,15,0.000839458,289
3,150,15,0.000703916,382
3,150,15,0.000577334,229
3,150,15,0.001496,313
3,150,15,0.000759708,237
3,150,15,0.000583208,284
3,150,15,0.000589,315
3,150,15,0.0005815,268
3,150,15,0.00123096,228
3,150,15,0.000650458,152
3,150,15,0.000781042,216
3,150,15,0.000588917,328
3,150,15,0.000660041,218
3,150,15,0.000642042,257
3,150,15,0.000838375,254
3,150,15,0.000814541,120
3,150,15,0.000704292,329
3,150,15,0.0007005,336
3,150,15,0.000567917,264
3,150,15,0.000574583,429
3,150,15,0.000775084,333
3,150,15,0.000673875,328
3,150,15,0.00128338,294
3,150,15,0.000782542,387
3,150,15,0.000577417,443
3,150,15,0.0006475,205
3,150,15,0.00090025,243
3,150,15,0.000572042,375
3,150,15,0.000616458,209
3,150,15,0.000589125,411
3,150,15,0.000576833,303
3,150,15,0.00063825,412
3,150,15,0.000778208,211
3,150,15,0.000644,255
3,150,15,0.000855208,247
3,150,15,0.000716084,247
3,150,15,0.000614416,277
3,150,15,0.000785584,334
3,150,15,0.00109779,229
3,150,15,0.000760917,344
3,150,15,0.000970125,339
3,150,15,0.000835291,292
3,150,15,0.00180254,254
3,150,15,0.000672042,352
3,150,15,0.000692208,298
3,150,15,0.00127312,365
3,150,15,0.000576458,299
3,150,15,0.000720833,281
3,150,15,0.000702042,254
3,150,15,0.000814041,338
3,150,15,0.000704083,395
3,150,15,0.000580416,346
3,150,15,0.000569833,312
3,150,15,0.000962792,190
3,150,15,0.000840666,229
3,150,15,0.000797458,293
3,150,15,0.0006365,263
3,150,15,0.000604375,357
3,150,15,0.000576041,289
3,150,15,0.000573916,402
3,150,15,0.00057725,302
3,150,15,0.00060325,300
3,150,15,0.000836042,446
3,150,15,0.000705875,262
3,150,15,0.000841541,231
3,150,15,0.00144346,197
3,150,15,0.000710416,251
3,150,15,0.00116154,251
3,150,15,0.000632208,231
3,150,15,0.000721792,318
3,150,15,0.000577708,386
3,150,15,0.000712584,345
3,150,15,0.000556333,269
3,150,15,0.000709125,373
3,150,15,0.000761209,348
3,150,15,0.000749625,232
3,150,15,0.000642083,284
3,150,15,0.000583542,210
3,150,15,0.00077475,305
3,150,15,0.000785959,290
3,150,15,0.000638542,208
3,150,15,0.000580958,262
3,150,15,0.000578541,332
3,150,15,0.000797375,160
3,150,15,0.000725834,313
3,150,15,0.000579917,296
3,150,15,0.0009785,305
3,150,15,0.000778959,186
3,150,15,0.000637417,379
3,150,15,0.000646417,347
3,150,15,0.000951084,310
3,150,15,0.000780791,239
3,150,15,0.00076925,214
3,150,15,0.000989209,366
3,150,15,0.000777666,260
3,150,15,0.00127454,394
3,150,15,0.000635875,250
3,150,15,0.00060275,295
3,150,15,0.000577917,290
3,150,15,0.00123092,302
3,150,15,0.000776209,255
3,150,15,0.000577708,287
3,150,15,0.000578167,209
3,150,15,0.000588208,314
3,150,15,0.000865791,241
3,150,15,0.000652334,323
3,150,15,0.000572625,364
3,150,15,0.000567,281
3,150,15,0.00226742,316
3,150,15,0.000825333,254
3,150,15,0.000681417,337
3,150,15,0.000647459,347
3,150,15,0.000905959,289
3,150,15,0.000783958,247
3,150,15,0.000720458,366
3,150,15,0.00059075,244
3,150,15,0.000764,169
3,150,15,0.000620542,278
3,150,15,0.00111542,207
3,150,15,0.000637917,279
3,150,15,0.000576584,362
3,150,15,0.000777125,283
3,150,15,0.00076225,244
3,150,15,0.000616333,284
3,150,15,0.000574458,336
3,150,15,0.000647875,319
3,150,15,0.000643458,215
3,150,15,0.000781667,214
3,150,15,0.000568791,234
3,150,15,0.000896667,346
3,150,15,0.000574541,327
3,150,15,0.000676083,277
3,150,15,0.0009395,250
3,150,15,0.000582292,300
3,150,15,0.000570542,331
3,150,15,0.000641417,270
3,150,15,0.000757208,241
3,150,15,0.00148933,235
3,150,15,0.00056875,430
3,150,15,0.000571625,477
3,150,15,0.000579042,303
3,150,15,0.000705375,251
3,150,15,0.000578625,259
3,150,15,0.000637208,225
3,150,15,0.000579708,257
3,150,15,0.000564458,276
3,150,15,0.000573667,216
3,150,15,0.000717792,216
3,150,15,0.000584209,324
3,150,15,0.000569542,329
3,150,15,0.000575541,345
3,150,15,0.000577583,210
3,150,15,0.000577292,319
3,150,15,0.00063175,278
3,150,15,0.00057275,274
3,150,15,0.000643083,372
3,150,15,0.000715833,239
3,150,15,0.00103104,246
3,150,15,0.000578666,295
3,150,15,0.000707083,164
3,150,15,0.000696125,357
3,150,15,0.00125425,209
3,150,15,0.000581666,264
3,150,15,0.0010225,331
3,150,15,0.000640458,241
3,150,15,0.000762709,292
3,150,15,0.0005755,299
3,150,15,0.00109413,204
3,150,15,0.000575417,291
3,150,15,0.000833833,223
3,150,15,0.000821458,256
3,150,15,0.00196192,245
3,150,15,0.000574292,320
3,150,15,0.000844583,254
3,150,15,0.00143421,335
3,150,15,0.000629667,227
3,150,15,0.000840958,255
3,150,15,0.000720542,352
3,150,15,0.00119846,190
3,150,15,0.00123371,217
3,150,15,0.00136762,270
3,150,15,0.000700917,281
3,150,15,0.000575708,333
3,150,15,0.000783167,247
3,150,15,0.00108371,293
3,150,15,0.000775625,223
3,150,15,0.000766875,296
3,150,15,0.000589167,341
3,150,15,0.000694375,291
3,150,15,0.000579334,235
3,150,15,0.00117162,325
3,150,15,0.000902125,254
3,150,15,0.000825792,245
3,150,15,0.00139188,209
3,150,15,0.000821708,275
3,150,15,0.000570583,389
3,150,15,0.00125433,337
3,150,15,0.000580916,240
3,150,15,0.000573916,304
3,150,15,0.0009925,340
3,150,15,0.000642834,125
3,150,15,0.00083825,247
3,150,15,0.000796542,267
3,150,15,0.000629709,314
3,150,15,0.000694833,339
3,150,15,0.000926833,405
3,150,15,0.000646708,232
3,150,15,0.000573916,279
3,150,15,0.000988208,258
3,150,15,0.000727667,352
3,150,15,0.000619375,283
3,150,15,0.000630792,320
3,150,15,0.000988333,283
3,150,15,0.00137967,319
3,150,15,0.000636875,184
3,150,15,0.000579166,211
3,150,15,0.000643333,316
3,150,15,0.000765542,257
3,150,15,0.00065175,287
3,150,15,0.000745,329
3,150,15,0.000696959,282
3,150,15,0.000919459,293
3,150,15,0.000698417,332
3,150,15,0.000593625,264
3,150,15,0.000725458,320
3,150,15,0.000639333,224
3,150,15,0.00117763,336
3,150,15,0.000567375,266
3,150,15,0.00071225,479
3,150,15,0.000910625,248
3,150,15,0.00172575,185
3,150,15,0.000898959,262
3,150,15,0.000589334,388
3,150,15,0.000706958,232
3,150,15,0.000578625,287
3,150,15,0.000593417,323
3,150,15,0.000637917,240
3,150,15,0.0006415,248
3,150,15,0.000644125,239
3,150,15,0.000768959,218
3,150,15,0.0008295,222
3,150,15,0.00113217,285
3,150,15,0.000713083,275
3,150,15,0.000775541,264
3,150,15,0.000749875,333
3,150,15,0.0005895,346
3,150,15,0.000579583,397
3,150,15,0.000887833,260
3,150,15,0.00057075,410
3,150,15,0.000883,376
3,150,15,0.0006935,333
3,150,15,0.000710375,209
3,150,15,0.000754667,295
3,150,15,0.00064075,333
3,150,15,0.000693625,229
3,150,15,0.000646,274
3,150,15,0.00103708,469
3,150,15,0.000689834,317
3,150,15,0.000644458,407
3,150,15,0.000894625,253
3,150,15,0.000706542,285
3,150,15,0.000562583,364
3,150,15,0.000763917,356
3,150,15,0.000581333,226
3,150,15,0.000577417,215
3,150,15,0.000573875,298
3,150,15,0.000758375,280
3,150,15,0.000558292,274
3,150,15,0.000576041,323
3,150,15,0.000708875,232
3,150,15,0.000637666,287
3,150,15,0.00134929,268
3,150,15,0.00057475,342
3,150,15,0.000565542,260
3,150,15,0.000623667,261
3,150,15,0.000757333,211
3,150,15,0.0006415,396
3,150,15,0.000578333,284
3,150,15,0.000905709,259
3,150,15,0.000846958,282
3,150,15,0.000637959,254
3,150,15,0.000579667,289
3,150,15,0.000559333,336
3,150,15,0.000834916,332
3,150,15,0.000636625,279
3,150,15,0.00126125,306
3,150,15,0.000690375,198
3,150,15,0.000843542,330
3,150,15,0.000575709,258
3,150,15,0.000563208,311
3,150,15,0.000617625,296
3,150,15,0.00164146,225
3,150,15,0.000772,191
3,150,15,0.000779125,239
3,150,15,0.00153713,308
3,150,15,0.000690583,264
3,150,15,0.000704834,265
3,150,15,0.00124696,315
3,150,15,0.00132758,299
3,150,15,0.000618167,286
3,150,15,0.000844292,147
3,150,15,0.000576625,323
3,150,15,0.000693333,362
3,150,15,0.000624916,301
3,150,15,0.000850709,292
3,150,15,0.000580959,213
3,150,15,0.000967334,223
3,150,15,0.000829417,282
3,150,15,0.000849125,373
3,150,15,0.000557583,374
3,150,15,0.000680583,229
3,150,15,0.00117575,183
3,150,15,0.00106875,298
3,150,15,0.000917459,289
3,150,15,0.000585917,307
3,150,15,0.00129896,149
3,150,15,0.000571709,250
3,150,15,0.00127263,216
3,150,15,0.00100633,388
3,150,15,0.000711083,460
3,150,15,0.0007775,189
3,150,15,0.000822416,284
3,150,15,0.000652041,240
3,150,15,0.000576792,402
3,150,15,0.000760667,258
3,150,15,0.00070625,149
3,150,15,0.000636834,247
3,150,15,0.000657291,385
3,150,15,0.000848083,268
3,150,15,0.000764209,206
3,150,15,0.00124717,342
3,150,15,0.000962625,226
3,150,15,0.000575791,232
3,150,15,0.000829209,212
3,150,15,0.000707625,199
3,150,15,0.000630167,268
3,150,15,0.0007105,265
3,150,15,0.000858625,203
3,150,15,0.000846958,271
3,150,15,0.000828625,464
3,150,15,0.000755834,197
3,150,15,0.00071125,277
3,150,15,0.0005825,435
3,150,15,0.000578542,316
3,150,15,0.00062225,199
3,150,15,0.000576916,286
3,150,15,0.000774167,178
3,150,15,0.00102042,232
3,150,15,0.000699042,209
3,150,15,0.000897125,337
3,150,15,0.000780834,317
3,150,15,0.000624666,206
3,150,15,0.00064025,239
3,150,15,0.000581375,305
3,150,15,0.000700792,216
3,150,15,0.00101687,220
3,150,15,0.0007,288
3,150,15,0.000981791,247
3,150,15,0.00144333,253
3,150,15,0.000637875,303
3,150,15,0.0006945,226
3,150,15,0.000645542,278
3,150,15,0.000575834,366
3,150,15,0.000893375,312
3,150,15,0.000961709,243
3,150,15,0.000647541,350
3,150,15,0.000573125,249
3,150,15,0.000601167,399
3,150,15,0.000636583,216
3,150,15,0.000622,166
3,150,15,0.000577791,229
3,150,15,0.000824208,184
3,150,15,0.00126008,210
3,150,15,0.000579375,347
3,150,15,0.000642792,373
3,150,15,0.000763417,250
3,150,15,0.00058375,348
3,150,15,0.000645875,237
3,150,15,0.000559458,333
3,150,15,0.000575125,203
3,150,15,0.00113592,249
3,150,15,0.000717791,234
3,150,15,0.0006045,274
3,150,15,0.000772833,363
3,150,15,0.000701958,292
3,150,15,0.0005845,268
3,150,15,0.000984375,247
3,150,15,0.000986334,372
3,150,15,0.000571125,369
3,150,15,0.000583084,279
3,150,15,0.000777625,292
3,150,15,0.000577084,364
3,150,15,0.00159521,255
3,150,15,0.000583792,336
3,150,15,0.00102754,269
3,150,15,0.000582958,269
3,150,15,0.000832459,235
3,150,15,0.000774916,193
3,150,15,0.000761834,252
3,150,15,0.000628375,332
3,150,15,0.000557792,314
3,150,15,0.000585292,243
3,150,15,0.0007515,300
